Gene	Mutations	Coverage	p-value	q-value	Rank
LGALS9	60	3050	0.003450569	0.053746341	561
PCDHAC1	63	3853	0.003451596	0.053746341	562
RIF1	48	4384	0.003454298	0.053746341	563
TFAP2B	55	4243	0.003461885	0.053746341	564
SDK1	60	3833	0.003463331	0.053746341	565
SCN2A	56	4908	0.003463926	0.053746341	566
NAV2	66	3437	0.003466806	0.053746341	567
OR51Q1	49	3338	0.003468806	0.053746341	568
AOX1	60	3304	0.003474276	0.053746341	569
TRHDE	74	3262	0.003483060	0.053746341	570
SERPINI2	48	3347	0.003485084	0.053746341	571
UBR4	51	4687	0.003487242	0.053746341	572
PCDHGA8	68	3815	0.003487278	0.053746341	573
CNTN4	61	3971	0.003487905	0.053746341	574
MAGEA10	56	4212	0.003487939	0.053746341	575
ADGRL2	56	4260	0.003488807	0.053746341	576
PCDHB6	54	4123	0.003495756	0.053746341	577
ATP10B	53	3969	0.003499527	0.053746341	578
RAB3C	65	3546	0.003501538	0.053746341	579
TMTC1	59	4003	0.003502813	0.053746341	580
PRRC2C	54	4682	0.003503815	0.053746341	581
FRMPD4	55	3153	0.003503835	0.053746341	582
GRM7	62	4409	0.003505791	0.053746341	583
OR52K1	56	4141	0.003506403	0.053746341	584
KALRN	62	3537	0.003511549	0.053746341	585
FLNC	66	3225	0.003512106	0.053746341	586
PRAMEF19	59	3612	0.003512256	0.053746341	587
SPATA31D1	64	4816	0.003515591	0.053746341	588
OTOGL	64	3992	0.003516837	0.053746341	589
AGBL1	61	3407	0.003525062	0.053746341	590
ISOC1	49	4519	0.003527383	0.053746341	591
KDR	65	3517	0.003527606	0.053746341	592
ZNF98	51	4821	0.003528699	0.053746341	593
LRRTM4	54	4203	0.003530975	0.053746341	594
INSRR	61	3320	0.003533905	0.053746341	595
PCDHA13	49	4866	0.003539677	0.053746341	596
SCN11A	56	3246	0.003540561	0.053746341	597
ARHGAP25	63	4346	0.003542551	0.053746341	598
ABCA10	64	4139	0.003542770	0.053746341	599
ADGRG7	48	4205	0.003544230	0.053746341	600
KRTAP10-3	60	3853	0.003544571	0.053746341	601
CAPN11	55	4679	0.003545568	0.053746341	602
HFM1	56	3487	0.003546220	0.053746341	603
UBE2O	53	3089	0.003547138	0.053746341	604
SLITRK4	55	4458	0.003547256	0.053746341	605
FHDC1	66	3229	0.003548787	0.053746341	606
CHL1	66	4019	0.003549553	0.053746341	607
MYH6	57	4081	0.003555023	0.053746341	608
C9orf64	56	3789	0.003555540	0.053746341	609
C7	55	4997	0.003560755	0.053746341	610
DCAF12L1	60	3726	0.003569850	0.053746341	611
DCAF12L2	65	4195	0.003576135	0.053746341	612
TRAPPC12	51	3216	0.003576202	0.053746341	613
TRBV3-1	59	4595	0.003576692	0.053746341	614
SIPA1L2	61	4166	0.003578257	0.053746341	615
VWA3B	66	4632	0.003579593	0.053746341	616
ARMC5	68	4527	0.003582491	0.053746341	617
SCN3A	63	4815	0.003595935	0.053746341	618
SLITRK1	62	4127	0.003596879	0.053746341	619
SIGLEC9	52	3456	0.003598318	0.053746341	620
HDAC4	53	3604	0.003602397	0.053746341	621
DCAF4L2	60	4721	0.003602771	0.053746341	622
GRK5	66	4799	0.003606927	0.053746341	623
USP6	67	3459	0.003607679	0.053746341	624
EBF2	54	3441	0.003613236	0.053746341	625
SHPRH	73	3253	0.003614944	0.053746341	626
PCDH7	48	3057	0.003618070	0.053746341	627
RTL4	55	4092	0.003620847	0.053746341	628
DSG3	57	3740	0.003621850	0.053746341	629
OR5T2	51	3396	0.003626265	0.053746341	630
NEDD4	55	3093	0.003629056	0.053746341	631
OR4D5	59	3004	0.003629858	0.053746341	632
ZNF335	54	4929	0.003631567	0.053746341	633
DOP1B	63	3961	0.003633140	0.053746341	634
PREX1	47	4396	0.003633350	0.053746341	635
CDH24	50	4065	0.003635152	0.053746341	636
INTU	53	3690	0.003636478	0.053746341	637
BOD1L1	61	4529	0.003637569	0.053746341	638
CUX1	49	4365	0.003637585	0.053746341	639
SLC12A1	62	4062	0.003639957	0.053746341	640
KCNH5	53	4698	0.003641148	0.053746341	641
PCDHA6	51	4903	0.003642576	0.053746341	642
EPHB6	60	4148	0.003643774	0.053746341	643
OR5L1	50	4507	0.003647088	0.053746341	644
MYT1L	61	3019	0.003654088	0.053746341	645
KDM5B	52	4417	0.003656460	0.053746341	646
ADAD1	51	3698	0.003658982	0.053746341	647
GABRA4	61	3470	0.003658992	0.053746341	648
FRG2C	61	3920	0.003659095	0.053746341	649
SEMA5A	51	3264	0.003660676	0.053746341	650
ITGAX	65	4069	0.003661698	0.053746341	651
PARP8	50	3568	0.003673857	0.053746341	652
AGL	60	4806	0.003684190	0.053746341	653
CIT	60	3149	0.003687223	0.053746341	654
ADGRF2	42	4218	0.003698244	0.053746341	655
ETNPPL	51	4548	0.003698558	0.053746341	656
TTI1	57	4119	0.003700726	0.053746341	657
TRPM6	58	4373	0.003702098	0.053746341	658
PCDHGB7	54	4246	0.003703008	0.053746341	659
GRIN3A	46	4168	0.003703121	0.053746341	660
ADGRA3	59	4126	0.003703686	0.053746341	661
PCF11	57	4416	0.003707487	0.053746341	662
STK31	53	4276	0.003708867	0.053746341	663
VPS35	42	4935	0.003709948	0.053746341	664
OR4C6	54	3851	0.003711091	0.053746341	665
LRRIQ1	65	4852	0.003712157	0.053746341	666
OR2M5	55	4109	0.003715458	0.053746341	667
FRMD7	64	3017	0.003715788	0.053746341	668
RBP3	62	3758	0.003716821	0.053746341	669
TGM4	60	3837	0.003722687	0.053746341	670
PSG7	61	3524	0.003723265	0.053746341	671
MYO15A	50	4529	0.003743079	0.053746341	672
CCDC63	59	3443	0.003744745	0.053746341	673
SLC1A3	55	3911	0.003747054	0.053746341	674
SALL1	56	3580	0.003748775	0.053746341	675
OR5K3	64	3927	0.003749247	0.053746341	676
SIGLEC8	58	3830	0.003756141	0.053746341	677
ATP8B4	53	4450	0.003758565	0.053746341	678
NELL2	55	4008	0.003775772	0.053746341	679
PSD	54	3791	0.003776244	0.053746341	680
SAMD9	59	3876	0.003777951	0.053746341	681
TRPC4	60	3574	0.003778942	0.053746341	682
SIPA1L1	61	3511	0.003781585	0.053746341	683
ABCB11	50	3734	0.003791314	0.053746341	684
DGKI	48	4275	0.003797363	0.053746341	685
ARHGAP33	53	3284	0.003801671	0.053746341	686
CALN1	56	3559	0.003801941	0.053746341	687
COL4A1	51	4759	0.003802508	0.053746341	688
CHD6	61	3902	0.003807515	0.053746341	689
DYTN	54	4785	0.003808680	0.053746341	690
ABCB1	51	4803	0.003810743	0.053746341	691
ITGAM	47	3202	0.003812879	0.053746341	692
STAG2	42	4074	0.003813970	0.053746341	693
PCDHB14	51	3454	0.003819037	0.053746341	694
VGLL3	57	4664	0.003820779	0.053746341	695
LAMA4	44	3708	0.003821196	0.053746341	696
LILRA6	47	4250	0.003823177	0.053746341	697
UPP2	43	3434	0.003836986	0.053746341	698
CPEB1	48	3933	0.003838136	0.053746341	699
PCDHB5	54	4631	0.003839547	0.053746341	700
PCDHGA1	55	3431	0.003841905	0.053746341	701
FAM83C	55	3996	0.003842994	0.053746341	702
GLI3	60	3569	0.003847449	0.053746341	703
UGT2B15	54	4781	0.003847853	0.053746341	704
PCDHA2	53	4945	0.003847994	0.053746341	705
EDIL3	66	3452	0.003853574	0.053746341	706
STXBP5L	57	3790	0.003860977	0.053746341	707
PIWIL2	49	4032	0.003862669	0.053746341	708
FYCO1	53	4325	0.003862999	0.053746341	709
ACSM2B	54	3895	0.003868385	0.053746341	710
OR2T6	53	4858	0.003869938	0.053746341	711
PRELP	54	4931	0.003877389	0.053746341	712
CD5L	53	4440	0.003884170	0.053746341	713
COL4A5	46	4431	0.003886496	0.053746341	714
IMPG2	48	3386	0.003888037	0.053746341	715
STIM1	51	3662	0.003890694	0.053746341	716
CHD8	56	4661	0.003893551	0.053746341	717
FNDC1	49	3491	0.003895559	0.053746341	718
CAPRIN2	54	4687	0.003903364	0.053746341	719
TGFBR3	53	4636	0.003906756	0.053746341	720
GPR139	55	4635	0.003919365	0.053746341	721
DDX49	42	3899	0.003919756	0.053746341	722
IGHV3OR16-8	55	4312	0.003928455	0.053746341	723
KCNQ2	52	4098	0.003929982	0.053746341	724
COL19A1	54	3496	0.003930118	0.053746341	725
RAB3GAP2	66	3797	0.003932517	0.053746341	726
SLC44A1	45	3449	0.003932811	0.053746341	727
OR2L13	51	3866	0.003933622	0.053746341	728
PTPRR	58	3369	0.003943324	0.053746341	729
LHCGR	53	4568	0.003943451	0.053746341	730
MYO16	52	3919	0.003946199	0.053746341	731
PAQR9	48	3713	0.003950035	0.053746341	732
OCA2	56	4470	0.003951307	0.053746341	733
SHANK1	58	3822	0.003951573	0.053746341	734
HDAC2	45	4944	0.003952097	0.053746341	735
EPHB1	55	3550	0.003952412	0.053746341	736
OR52B4	58	3656	0.003954715	0.053746341	737
KRT3	52	4219	0.003955267	0.053746341	738
SMOC1	52	4926	0.003955387	0.053746341	739
MRGPRX3	51	3176	0.003963375	0.053746341	740
CPXCR1	61	3827	0.003964178	0.053746341	741
SUPT20HL2	51	4571	0.003967315	0.053746341	742
STYXL2	63	3154	0.003967959	0.053746341	743
RIPOR2	48	3928	0.003969079	0.053746341	744
DCT	53	3775	0.003969661	0.053746341	745
CHRM2	50	4492	0.003970822	0.053746341	746
KIR2DL4	52	4524	0.003978851	0.053746341	747
KDM3A	50	3395	0.003979787	0.053746341	748
HPCAL4	42	3060	0.003979826	0.053746341	749
SETX	58	4693	0.003981673	0.053746341	750
AMACR	44	3996	0.003982549	0.053746341	751
SLITRK3	49	4197	0.003983510	0.053746341	752
SRCAP	55	4227	0.003986784	0.053746341	753
MMP3	55	4070	0.003987955	0.053746341	754
CENPE	50	3143	0.003991823	0.053746341	755
POLE	50	4092	0.003992249	0.053746341	756
ERG	51	3395	0.003996153	0.053746341	757
ASB15	50	3717	0.004000883	0.053746341	758
MUC21	42	4686	0.004001166	0.053746341	759
NLGN1	51	4122	0.004003730	0.053746341	760
GABRA5	44	4329	0.004006773	0.053746341	761
ZNF683	49	4388	0.004008316	0.053746341	762
TLL2	46	3908	0.004011682	0.053746341	763
CCT6B	61	3684	0.004013203	0.053746341	764
KLHL6	51	4042	0.004014929	0.053746341	765
ZNF676	49	4276	0.004015942	0.053746341	766
LRRC66	43	3983	0.004022350	0.053746341	767
USHBP1	43	3097	0.004029010	0.053746341	768
OR5M8	53	3498	0.004035875	0.053746341	769
ADAM29	48	4432	0.004036449	0.053746341	770
BCL11A	45	4028	0.004036904	0.053746341	771
TOPORS	49	3794	0.004041531	0.053746341	772
HDAC9	49	3657	0.004042264	0.053746341	773
ZBBX	52	3114	0.004044202	0.053746341	774
LAMC1	65	4768	0.004051697	0.053746341	775
ZNF780B	48	4683	0.004052547	0.053746341	776
PTGFRN	49	4445	0.004054999	0.053746341	777
FERD3L	56	3860	0.004056969	0.053746341	778
SH3GL3	44	3050	0.004057312	0.053746341	779
KRTAP10-8	46	3739	0.004062410	0.053746341	780
LAMA3	42	4994	0.004068958	0.053746341	781
GABRG1	45	4276	0.004070259	0.053746341	782
OR2G3	51	4718	0.004073020	0.053746341	783
EPYC	49	3732	0.004073128	0.053746341	784
SEC31A	56	4295	0.004073242	0.053746341	785
PCDHA1	53	4066	0.004073888	0.053746341	786
OR8J1	57	4931	0.004074768	0.053746341	787
EXPH5	49	4350	0.004076003	0.053746341	788
SLC4A1	47	4172	0.004076853	0.053746341	789
GANAB	46	4570	0.004079761	0.053746341	790
BSN	64	3496	0.004082548	0.053746341	791
GRM4	42	4969	0.004090316	0.053746341	792
ZNF226	47	3885	0.004093446	0.053746341	793
MSH4	56	4624	0.004093877	0.053746341	794
TBX5	51	4008	0.004097929	0.053746341	795
BPTF	59	3263	0.004098625	0.053746341	796
LELP1	55	3217	0.004099020	0.053746341	797
LRRTM3	57	4974	0.004099346	0.053746341	798
CNTN2	62	4705	0.004102737	0.053746341	799
HHIPL2	52	3675	0.004102967	0.053746341	800
SEZ6L	51	4635	0.004109569	0.053746341	801
DMBT1	48	3038	0.004115398	0.053746341	802
ATP1A3	51	3728	0.004116193	0.053746341	803
ZNF592	55	4757	0.004116672	0.053746341	804
CPA4	47	4425	0.004117155	0.053746341	805
TBX3	51	3595	0.004117239	0.053746341	806
AADACL2	49	4188	0.004118047	0.053746341	807
STARD13	51	3872	0.004128684	0.053746341	808
CARMIL2	51	3075	0.004139336	0.053746341	809
HOXA1	51	3278	0.004141122	0.053746341	810
CFH	49	4671	0.004141695	0.053746341	811
MYH11	54	4860	0.004141904	0.053746341	812
DPP10	53	3379	0.004142564	0.053746341	813
CFAP57	50	3850	0.004145291	0.053746341	814
CLDN14	45	4877	0.004145346	0.053746341	815
MAT1A	53	4952	0.004145711	0.053746341	816
NLRP7	52	4649	0.004148982	0.053746341	817
CPXM2	53	3396	0.004150955	0.053746341	818
GPR142	42	4906	0.004154800	0.053746341	819
IGKV3D-20	47	3470	0.004157817	0.053746341	820
EP400	49	4676	0.004163536	0.053746341	821
ARFGEF1	53	4630	0.004163641	0.053746341	822
HOXA2	54	4348	0.004165068	0.053746341	823
PCDHA8	54	4015	0.004168911	0.053746341	824
MYO1G	46	3868	0.004170346	0.053746341	825
ADAMTS3	51	4392	0.004175220	0.053746341	826
TRAV22	41	4890	0.004175467	0.053746341	827
CCDC178	52	4625	0.004177302	0.053746341	828
GUCY1A2	41	4596	0.004179488	0.053746341	829
ZP1	49	3510	0.004179947	0.053746341	830
BUB1B	44	3517	0.004181437	0.053746341	831
IGF2R	48	4474	0.004181895	0.053746341	832
SLC7A14	51	3444	0.004182082	0.053746341	833
FHL5	48	4827	0.004184115	0.053746341	834
TYR	53	3848	0.004190129	0.053746341	835
AMER1	53	3034	0.004191208	0.053746341	836
APBA1	51	3977	0.004193821	0.053746341	837
ADCY10	49	3912	0.004193955	0.053746341	838
FCRLA	41	4715	0.004196528	0.053746341	839
MED12	55	3696	0.004197690	0.053746341	840
SNIP1	52	3738	0.004197723	0.053746341	841
KPRP	49	4540	0.004199545	0.053746341	842
BRCA2	53	3726	0.004200108	0.053746341	843
CNTN1	49	3499	0.004200822	0.053746341	844
BRWD3	46	3924	0.004204019	0.053746341	845
MEF2C	41	3803	0.004206524	0.053746341	846
KCNC2	47	4236	0.004207102	0.053746341	847
ALOX5	49	3234	0.004208288	0.053746341	848
AFF4	43	4358	0.004214179	0.053746341	849
DSP	45	3009	0.004221411	0.053746341	850
ANO4	40	3525	0.004221930	0.053746341	851
MUC6	51	4904	0.004223399	0.053746341	852
DRD5	43	3434	0.004225150	0.053746341	853
SCG2	60	4365	0.004225973	0.053746341	854
TMPRSS15	50	4167	0.004226080	0.053746341	855
SALL4	46	3697	0.004228417	0.053746341	856
CHD9	48	4024	0.004231082	0.053746341	857
PRDM5	57	4497	0.004232014	0.053746341	858
MGAT4C	46	4031	0.004232021	0.053746341	859
UBE3B	49	4253	0.004241485	0.053746341	860
NEUROD1	44	4757	0.004244341	0.053746341	861
FBXL7	51	4213	0.004244585	0.053746341	862
SLC12A5	56	4099	0.004253093	0.053746341	863
SMC4	53	4191	0.004253277	0.053746341	864
ZBED9	54	3335	0.004256394	0.053746341	865
TTC17	40	4062	0.004256753	0.053746341	866
ATXN1	47	3655	0.004256936	0.053746341	867
KRT6A	53	3753	0.004259823	0.053746341	868
TSGA10	55	4277	0.004266281	0.053746341	869
PCDH19	53	4291	0.004269219	0.053746341	870
GPM6A	50	3633	0.004270155	0.053746341	871
ALDH1L1	53	3956	0.004273319	0.053746341	872
ZMYND11	44	3684	0.004275662	0.053746341	873
ZFP42	49	3945	0.004275916	0.053746341	874
ADAM20	47	3684	0.004276898	0.053746341	875
IVL	48	4958	0.004276997	0.053746341	876
ADCY8	57	3512	0.004277174	0.053746341	877
DCLK1	48	4214	0.004278475	0.053746341	878
TEX13B	50	3947	0.004279407	0.053746341	879
SLC6A19	52	3417	0.004287263	0.053746341	880
PAK5	46	4224	0.004288619	0.053746341	881
TRAM1L1	54	4782	0.004289873	0.053746341	882
JADE2	43	4129	0.004295311	0.053746341	883
FBN1	46	3958	0.004299150	0.053746341	884
LSP1	53	4921	0.004302908	0.053746341	885
CLCN1	55	3452	0.004303260	0.053746341	886
CCDC171	54	4498	0.004304414	0.053746341	887
VPS13D	53	3011	0.004305959	0.053746341	888
FOLH1	49	4680	0.004310152	0.053746341	889
SYT1	45	3826	0.004310194	0.053746341	890
ITIH2	52	3825	0.004313612	0.053746341	891
BORA	39	4853	0.004318770	0.053746341	892
IMPG1	49	4191	0.004319474	0.053746341	893
CORO1C	46	4671	0.004324153	0.053746341	894
TLN1	57	4081	0.004325818	0.053746341	895
VSNL1	42	3042	0.004328671	0.053746341	896
KLF17	39	3919	0.004329790	0.053746341	897
PALB2	51	3061	0.004335206	0.053746341	898
MEP1A	48	4531	0.004337692	0.053746341	899
FCRL4	51	4938	0.004337835	0.053746341	900
MCPH1	51	3095	0.004340907	0.053746341	901
SCN7A	44	4095	0.004341444	0.053746341	902
OR4D6	58	4843	0.004342133	0.053746341	903
OR6X1	43	3074	0.004347579	0.053746341	904
GALNT17	43	3805	0.004349734	0.053746341	905
SEMA6D	54	3515	0.004349768	0.053746341	906
B4GAT1	54	3022	0.004350257	0.053746341	907
MKI67	48	3133	0.004358517	0.053746341	908
CACNA1B	50	3934	0.004358734	0.053746341	909
MYO7B	44	3676	0.004359497	0.053746341	910
ZNF23	48	3875	0.004365855	0.053746341	911
PCDHGA3	48	4155	0.004370847	0.053746341	912
ADAMTS19	51	4365	0.004372703	0.053746341	913
PPP1R12B	51	4296	0.004372870	0.053746341	914
TIAM1	57	3633	0.004375979	0.053746341	915
ITPR3	42	3359	0.004376306	0.053746341	916
PREX2	47	4909	0.004380671	0.053746341	917
CIP2A	46	3735	0.004381203	0.053746341	918
CLSTN2	35	3549	0.004386958	0.053746341	919
AGO3	45	3373	0.004396399	0.053746341	920
TSC2	47	4328	0.004396874	0.053746341	921
SLC9A2	48	3475	0.004397505	0.053746341	922
EYS	49	4542	0.004399406	0.053746341	923
EPC1	45	4305	0.004406189	0.053746341	924
LZTS2	38	4696	0.004407407	0.053746341	925
IGSF5	39	4577	0.004407546	0.053746341	926
IL1RAPL1	54	3801	0.004408663	0.053746341	927
COL15A1	44	4101	0.004409393	0.053746341	928
PLK4	47	4166	0.004419729	0.053746341	929
GUCY1A1	49	3216	0.004421451	0.053746341	930
SEMG1	41	3345	0.004424043	0.053746341	931
NDST4	50	4246	0.004425344	0.053746341	932
PTPRB	61	4890	0.004429419	0.053746341	933
DNAH17	43	3737	0.004432196	0.053746341	934
HR	46	4035	0.004432601	0.053746341	935
KCNH7	52	4516	0.004439544	0.053746341	936
MDC1	42	3847	0.004446009	0.053746341	937
HIVEP3	41	3603	0.004447020	0.053746341	938
KCNA1	55	4308	0.004448695	0.053746341	939
ATP8A2	44	4588	0.004451368	0.053746341	940
NRCAM	48	4554	0.004452706	0.053746341	941
FER	49	4217	0.004453475	0.053746341	942
SLITRK5	41	3248	0.004455847	0.053746341	943
MARK1	41	3336	0.004457117	0.053746341	944
ESPNL	48	3444	0.004457158	0.053746341	945
GRIK2	44	3388	0.004457243	0.053746341	946
NCAN	51	4819	0.004462699	0.053746341	947
FAM171A1	48	4081	0.004464240	0.053746341	948
BRIP1	54	3257	0.004465488	0.053746341	949
ENPEP	42	3183	0.004473006	0.053746341	950
CORIN	33	3176	0.004473850	0.053746341	951
MMP10	44	3437	0.004474769	0.053746341	952
OGN	38	3503	0.004476445	0.053746341	953
CHAT	49	4324	0.004480849	0.053746341	954
ATP1B4	49	3169	0.004484061	0.053746341	955
OR4P4	37	4160	0.004485023	0.053746341	956
OR51F2	46	3731	0.004488842	0.053746341	957
NPSR1	49	3028	0.004489806	0.053746341	958
TRMT2B	46	4976	0.004490033	0.053746341	959
OXSM	43	3577	0.004491053	0.053746341	960
OSBPL6	48	4140	0.004499533	0.053746341	961
CUX2	53	4865	0.004500451	0.053746341	962
TRIM29	42	3760	0.004501095	0.053746341	963
MKS1	50	4390	0.004501163	0.053746341	964
OR2G6	35	3345	0.004501717	0.053746341	965
DSG1	36	4471	0.004505393	0.053746341	966
FAM120A	39	4761	0.004514006	0.053746341	967
PTPRC	44	3404	0.004516810	0.053746341	968
GOLGB1	39	3612	0.004517966	0.053746341	969
COL1A2	52	3412	0.004520651	0.053746341	970
PCDHA5	49	3587	0.004523708	0.053746341	971
THEMIS	57	4150	0.004524911	0.053746341	972
PGM5	38	3000	0.004525504	0.053746341	973
ATM	57	4774	0.004528201	0.053746341	974
ITPR2	49	4856	0.004530256	0.053746341	975
GABRG2	39	3467	0.004533832	0.053746341	976
PRPS1L1	44	3153	0.004541855	0.053746341	977
ATR	45	4802	0.004545282	0.053746341	978
GALC	45	4824	0.004545727	0.053746341	979
ZFAND1	41	3638	0.004545974	0.053746341	980
KRT75	45	4088	0.004547969	0.053746341	981
TMEM200A	42	3132	0.004551108	0.053746341	982
NIPBL	48	4810	0.004553594	0.053746341	983
ACSL5	39	3661	0.004555918	0.053746341	984
ZNF516	37	4252	0.004557257	0.053746341	985
SLC17A9	47	4438	0.004566576	0.053746341	986
AEBP1	51	3036	0.004567338	0.053746341	987
ITIH5	45	4952	0.004568050	0.053746341	988
PLCG2	42	4887	0.004570298	0.053746341	989
VPS16	50	3884	0.004570495	0.053746341	990
PHLDA1	43	3165	0.004572085	0.053746341	991
GRIN2D	47	4852	0.004572422	0.053746341	992
AS3MT	41	4144	0.004572781	0.053746341	993
SPTB	46	3783	0.004573543	0.053746341	994
TRAM1	43	4252	0.004574152	0.053746341	995
PCNX1	44	3094	0.004577797	0.053746341	996
PPP2R1A	46	3675	0.004578795	0.053746341	997
GRSF1	45	3104	0.004579005	0.053746341	998
TESPA1	49	3633	0.004580296	0.053746341	999
MGA	47	3763	0.004581712	0.053746341	1000
HSPH1	46	4727	0.004582762	0.053746341	1001
CAMK4	52	4300	0.004584019	0.053746341	1002
NMUR1	47	4549	0.004586984	0.053746341	1003
MED12L	40	3108	0.004588240	0.053746341	1004
SKAP1	48	3894	0.004589237	0.053746341	1005
NCKAP1L	48	4661	0.004602993	0.053746341	1006
TECTA	48	3652	0.004603670	0.053746341	1007
ZC3H12B	40	3085	0.004607183	0.053746341	1008
CACNA1F	36	4312	0.004607590	0.053746341	1009
RIC1	45	3708	0.004608100	0.053746341	1010
METTL4	41	3523	0.004611862	0.053746341	1011
OR1N2	41	3624	0.004613246	0.053746341	1012
RPL3L	41	3238	0.004617058	0.053746341	1013
PSD2	51	4256	0.004619150	0.053746341	1014
LGR5	45	3876	0.004620336	0.053746341	1015
GAS2	49	3750	0.004620572	0.053746341	1016
CD163L1	44	3267	0.004622978	0.053746341	1017
ADAMTS18	40	3077	0.004623242	0.053746341	1018
ELF1	48	4243	0.004623251	0.053746341	1019
USP9X	47	4682	0.004629254	0.053746341	1020
CSN3	44	3235	0.004641739	0.053746341	1021
C2CD6	45	3176	0.004641954	0.053746341	1022
OR10X1	41	4028	0.004645135	0.053746341	1023
STPG2	47	4555	0.004645766	0.053746341	1024
OR4C15	49	4186	0.004646909	0.053746341	1025
NIPAL4	41	3302	0.004648270	0.053746341	1026
SAMHD1	44	4795	0.004650078	0.053746341	1027
PCDHA12	44	3623	0.004651220	0.053746341	1028
FSHR	46	4339	0.004652241	0.053746341	1029
CRISPLD1	48	3823	0.004658951	0.053746341	1030
ADAMTS6	43	3858	0.004661730	0.053746341	1031
MDN1	39	3349	0.004664834	0.053746341	1032
LONP2	48	4438	0.004670577	0.053746341	1033
OR5D18	45	3882	0.004670805	0.053746341	1034
NOTCH2	45	3255	0.004680484	0.053746341	1035
DCC	50	3108	0.004682763	0.053746341	1036
